mean,std,skew,kurt,label
0.624421,8.227411,0.119380,4.101066,0
0.683942,8.587726,0.124506,3.981676,0
0.110327,8.649928,-0.076492,3.511133,0
1.558766,8.585685,0.149619,3.720246,0
1.185078,8.876124,0.142495,4.123755,0
1.256039,7.978310,0.424556,4.322937,0
0.822481,8.697330,0.425044,4.005642,0
0.826089,8.914146,0.536510,3.916501,0
1.279521,8.909116,0.194974,3.572966,0
1.161253,9.086496,0.116964,3.626396,0
1.038378,8.886667,0.086649,4.152127,0
1.311540,9.045781,0.144997,3.963951,0
1.733145,8.889026,0.143782,4.157141,0
1.532994,8.823917,0.435804,4.603690,0
1.349246,9.133843,0.241065,4.094492,0
1.576112,9.155213,0.245746,3.842736,0
0.894057,8.685977,-0.184159,4.619103,0
1.067759,8.885048,0.223294,4.497967,0
1.304487,9.059791,0.309509,3.620832,0
1.014451,9.226830,0.202399,3.629332,0
1.190080,9.272119,0.242719,3.766356,0
1.271170,8.975776,0.086672,3.703954,0
1.571171,8.587431,0.261533,3.517428,0
1.927104,9.356768,0.280805,4.356714,0
0.579192,8.886409,-0.072440,3.804711,0
1.432139,8.803824,0.174024,4.220375,0
1.135132,8.705524,0.086152,4.100219,0
1.415101,9.025055,0.455060,3.878043,0
1.474847,8.927571,0.238268,3.672832,0
1.093757,9.165419,-0.093419,3.996127,0
1.989556,9.658208,0.353223,3.817006,0
1.436978,9.114299,0.287351,4.374504,0
0.681461,8.892913,0.243569,3.532157,0
1.427567,9.210474,0.243772,4.043909,0
1.486821,9.144004,0.122421,4.028760,0
1.648918,8.976500,0.304391,4.244884,0
1.363782,8.713106,0.305371,4.452075,0
0.905928,8.856065,0.153368,3.872932,0
1.287668,8.629752,0.282537,4.111099,0
