mean,std,skew,kurt,label
2.578671,9.159668,-0.167017,4.317365,2
0.583907,9.44326,-0.312053,4.055971,0
0.890367,9.868925,0.02776,3.661874,0
0.343611,9.489049,0.318407,3.971771,0
1.334073,9.907895,0.079512,3.68272,0
2.366259,9.207068,-0.20153,5.431867,2
2.541786,9.473151,0.082867,4.001542,2
-0.021118,9.546352,0.346563,3.972096,0
2.720265,9.390105,0.056711,3.638359,1
2.117721,9.977236,0.11135,3.48286,2
1.462094,8.501879,0.122295,4.106321,1
1.946602,9.694914,-0.026098,3.679019,2
1.998844,9.526303,0.049639,3.641161,2
-3.223163,9.565318,0.044897,3.83008,1
2.896427,8.737216,0.152138,4.42674,2
2.492599,9.688675,0.198358,6.228982,2
2.694985,9.620625,0.276908,3.645944,2
1.027696,9.397649,0.05669,4.132839,2
1.907318,9.478629,0.137269,4.479344,1
3.656927,9.257488,0.442053,3.818402,2
0.583026,9.875354,0.038465,3.440985,2
4.00716,9.710804,0.277902,3.752865,2
0.637728,8.539622,0.063964,4.000102,0
2.731911,9.634912,0.011815,4.168055,1
1.301166,8.867187,0.174863,3.584527,1
-1.200556,9.887067,0.048787,6.802243,2
-3.025452,9.352503,0.140845,4.419404,1
1.217862,9.128601,-0.003873,3.171313,2
3.228372,9.747612,0.165177,3.836348,2
1.256408,8.936943,0.019341,3.673653,2
-1.035691,9.719966,0.104387,3.598058,1
2.256978,9.468315,0.10091,4.461877,2
0.937093,8.755273,0.128932,3.738354,0
0.268468,9.320233,0.397283,5.545973,2
2.161556,9.412608,0.209467,4.621566,2
0.799497,9.111314,0.073154,4.996546,0
3.547597,9.960801,0.653302,11.884794,2
3.977472,9.934602,0.284242,3.331252,2
1.195432,9.301131,0.14621,3.512528,2
-0.600206,8.868116,0.113069,4.485736,1
1.212921,8.531361,0.157044,3.671159,1
-0.563014,9.207818,0.242686,3.94538,1
-1.061423,9.672765,0.068005,4.28036,1
-0.439872,9.058244,-0.045989,3.979107,1
-0.52904,8.990775,0.074774,4.534993,1
-1.726378,9.56001,0.29077,4.44441,1
-2.339009,9.342921,0.351712,4.033279,1
0.315051,9.863623,0.0503,3.874555,2
0.275357,11.074452,-1.683878,38.934165,2
